text,range_id,score,topic_id,label
proses verifikasi sudah minggu verifikasi proses gimana percaya investasi platform klu penangan nya lambat,283,0.40829961739921344,1,1
iseng nyari keyword ada ngalamin mas portfolio turun pendanaan turun tolong reply,965,0.4035097482172742,1,1
keterlambatan bayar peminjam infonya dimana ya akun info terbayar saldo ceknya,548,0.4024680437373445,1,1
ada respon bisa memasukkan kode voucher layar blank dashboard bug nih aplikasinya coba simulasi kalo via web ditunggu respon,886,0.401876730441233,1,2
wishlist aq id produk no 212019fb3f dibayarkan jutanya lunas terima kasih,889,0.40146133759572,1,1
tlg dibantu uang blm masuk account cash kronologi sbb feb top up account cash feb email support krn ga reflect account feb dijwb support sudah cek rekening berkala feb sampe skrg tdk ada masuk,856,0.4004250762687216,1,1
oke sudah dm ya min mohon bantuannya terima kasih,405,0.40008808176112987,1,2
pengajuan pinjaman sudah minggu antrian,798,0.4000051226760268,1,1
admin mohon penjelasan utk mengajukan pinjaman rejecd,869,0.3995812962718824,1,2
share teman teman membutuhkan info bisa cerdasbersama cepatlulusid source investasi covid19 investasisaatpandemi strategiinvestasi ovhi21zqju,28,0.398513092095252,1,2
to cek dm nya intinya mohon dipercepatlah proses penarikan masak dah kena admin 5rb 5hari cashwagon penarikannya bebas admin realtime ojkindonesia,820,0.3980528111495117,1,2
kode voucher penukaran fiesta poin nggak valid ya sudah mohon bantuannya,1625,0.39604135106215177,1,2
terima kasih sudah install versi order history kosong schedule repayment,1453,0.3948436063644306,1,1
terima kasih kak,304,0.3938984785159917,1,2
okay terima kasih,1584,0.3937028908622753,1,2
ya kirimkan email inbox ya,556,0.3936301807571223,1,2
gimana ya progress tulisannya 1x tulisannya lunas pls explain 6c6sownxgd,1388,0.3934123246098349,1,1
sudah kenal aplikasinya bermanfaat user friendly,1111,0.3933052421457616,1,2
kerjaan ya bisa didayagunakan utk menagih utang borrower lulusan uph agent goblok2,116,0.39328260626919503,1,1
setting aplikasi memunculkan notifikasi ada calon borrowers dgn kriteria,272,0.3932222729116672,1,2
halo teman teman penelitian responden pengguna fintech p2p lending surveymonkey r fcn82mx tersedia voucher ovo dana gopay rp orang beruntung terima kasih kesediaan nya sxpwmulaxk,388,0.3925786214744181,1,2
iseng coba eh muncul kode referal hm82109 senilai 350ribu,545,0.3890754915092875,1,2
menit barusan berubah statusnya semoga mention ya admin thanks anyway,1675,0.38435866111928896,1,2
screenshot excel sudah ada excelnya kirim langsung hapus buatlah ulang ngomong manis2 cerna benedicto benedictooo,119,0.3830194570171339,1,2
halo min install ulang aplikasi koinwork android sadar no telpon register salah gagal kirim otp bisa dikoreksi min,1425,0.3799610299094333,1,1
bukti trasfer email gak ada respon gqikjihoi1,1346,0.3791957837747189,1,1
iya sudah simulasi memasukkan kode voucher pas diklik kolomnya layar blank dashboard,883,0.3759387973976141,1,1
mhn maaf ktidaknyamananya bpk dany utk voucher sdg dlm proses penyediaan re stock mhn kesediaan bpk menunggu berkenan bpk dpt pengecekan scr berkala tks said,1708,0.37521168584787545,1,2
mohon maaf ketidaknyamanannya bpk soni dpt tindaklanjuti bpk dpt mengirimkan pesan email mandiricare bankmandiri co id ya tks yuma,1631,0.37412246711489255,1,2
aaaa top up saldo tp blm bisa semoga bsk udh normal,1695,0.3720763434376032,1,1
hai nanya sbg lender ada piutang jatuh tempo sdh sebulan follow up menghubungi thanks,1585,0.3695240386400181,1,1
portfolio gw berkurang signifikan tiba2 kayaknya ada aneh i sent e mail to costumer center tolong balas jg diperbaiki kejelasan ngecek,953,0.36920045256665457,1,1
buntung sudah bunganya eh modal pokok pinjaman hilang jejak ada kejelasan nasib investasi,764,0.3688541993816301,1,1
msh bisa moneydiary talk g ya kategori tiket ada info brakhir tgl okt pk m7uaicavgy,1677,0.35908290600645393,1,1
nanya februari ada terima rupiah gm7acn17zc,746,0.3586865192781388,1,1
kemarin ga bisa buka ya muncul tampilan pohon natal,1389,0.3580041677094119,1,1
mohon dibantu sudah sent dm,740,0.3543322424172445,1,2
caranyapun mudah teman teman langsung install aplikasinya super financial bisa pemberi modal peminjam mengembangkan bisnisnya,1164,0.35237517602133683,1,2
klik portfolio force close ya,1239,0.3501501086354243,1,1
sudah diceknya saldo utuh berkurang fintech gini2,937,0.35011747380744096,1,1
dear sudah ada perkembangan,1626,0.3500440531224204,1,2
buka akun eh ada nyeletuk riba dosa,1641,0.3497104738282619,1,2
212019fb3f coruadeny gmail tolong konfirmasi secepatnya via email,1231,0.34948083396234336,1,1
sensitif portfolio berkurang tiba2 kejelasan sudah kirim e mail beserta screenshot telepon dm ada solusi disuruh nunggu sudah lapor kepolisian ojk,920,0.34946415101688594,1,1
mandirifiesta halo penukaran voucher gk ada dimenua ya,1612,0.34875173174272944,1,2
dear ngasi tau kalo tampilan enak diliat ribet gak bisa liat arus kas masuk dgn nyaman,769,0.3478552753585078,1,1
aplikasi merespon email customer service butuh berhari hri hilang ada deposit kemana progresnya sudah tgl wow nih suruh invest gagu males,1384,0.3466557301700741,1,1
akun yah tdk jd koin bonus 350rb utk pendanaan bisa dicairkan diakhir tenor,1320,0.3454266659339609,1,2
min sy coba create account dimasukin kode promo nya tombol signup nya hilang ya,766,0.3454210792132633,1,1
tampilan barunya bikin bingung susah dipahami,1422,0.34422535721662073,1,1
nuker fiesta pointnya gimana ya dikatalog ngk ada,1623,0.3441716253364952,1,2
gimana mengupload dokumen tambahan ada proses pengajuan pinjaman dokumen maksudnya agsvkwgljv,754,0.3435251081280371,1,2
mendanai pinjaman grade a prosesnya bisa sebulan pengembaliannya jatuh tempo 20an oktober skrg nasibnya telp cs disuruh sabar menunggu,1445,0.34247010228368824,1,1
ojkindonesia selamat malam kak bantuan aplikasi terdaftar ojk,505,0.34192413589051346,1,2
min gimana ya access detail portfolio android,1471,0.3389913255040343,1,2
hai kontak nomor telepon ada sudah berjam jam telepon,1706,0.3335276220328689,1,1
min member coba deposit notif muncul no pembayaran kadaluarsa gmn ya thx,1305,0.33346590601779225,1,1
mencoba eksplorasi sudah lisensi pengawasan ojk cek ojk ga paham how do they control the fund loans ada npl but im willing to put lil bit of fund there,11,0.33329620714598224,1,1
hai sudah reply via dm ya tolong dicek thanks,877,0.3276159344192222,1,2
skrg juni ada kejelasan ojkindonesia mediaindonesia mediakonsumenid,216,0.3261325732668164,1,1
halo bpk dany perihal program penukaran poin fp utk koin utk investasi tgl oktober s d desember tks nala,1667,0.32181581628520906,1,2
informasi hukum sy gagal keupload kali upload pas d cek unverified status menunggu sistem verif auto,1431,0.3208143784593413,1,1
halo min email support knapa gk respon2 ya,1201,0.3202330997374763,1,1
mandirifiesta masukkan kode voucher kog salah mulu sudah,1640,0.32009661994411304,1,2
woooii aplikasinya benerin doong dah berhari2 cek portfolio isinya nol mendingan balikin deh versi cek portfolio jadwal pengembalian susah niiih apaanya super ejbuw2evzb,1359,0.3187801653699809,1,1
min login kode otp tdk bisa dimasukan,1433,0.31869966604303657,1,1
ayo dapatin koin 350rb dgn input kode referal rs02441 trus pakai koin tsb 350rb utk pinjaman 500rb jd deposit 150rb pilih tenor spy cepet cair newbie bisnis sukses resiko onc8bgesso,1324,0.3182550553425782,1,2
pinjaman produk id 920193ec2 gradea november pembayaran dibayar mohon dicairkan dana proteksi,880,0.3166008936399657,1,1
to bisa penarikan no virtual cimb nama rekening ada nama sy cuman ada ketambahan nama instansi gt bebas bea admin sama2 cimb nya,483,0.3160942720986851,1,2
i m also got this error the first error when you want to load your portfolio after that it always stuck on splash screen please fix,1501,0.3150870849234266,1,1
okedeh gitu terima kasih ya tim,1672,0.3149978913487093,1,2
lupa share teman teman cerdasbersama cepatlulusid source quarterlifecrisis anakmuda passion cobasekarang usia20an s5qnalvxqq,53,0.31496816813844203,1,2
shopeecare kak dpt penawaran pinjaman modal pinjem 76jt x 12bulan bunganya ya modalku taralite pilih bunga thanks uxdjguubnt,815,0.3128159127174656,1,2
btw aneh login masukin kode otp aneh kode otpnya gak kekirim kirim gimana masuknya coba ada opsi klo kirim kode otp sms mahal bisa coba kirim email min,1541,0.3090451155296137,1,1
halo mohon ditanggapi,742,0.307314838723566,1,2
terima kasih 5vokhuvbiz,350,0.3073016631643661,1,2
email utk,838,0.3071213709285409,1,2
lebay kak ya,641,0.30709129341073976,1,2
susah portfolio,1392,0.30699817742816354,1,1
dihardik dicecar respon buruk ya buruk,1254,0.3069975731905896,1,1
aplikasinya pendanaa ya,395,0.3069689771431689,1,2
email ya detailnya,58,0.3069174987384991,1,2
udah ta email gak ada balasan hajaoaeyqp,1347,0.3056101692147825,1,1
beruntung sih ya ada platform keuangan teman teman udah,1081,0.3022748997380701,1,2
semoga tertangani lihat proses migrasi seberantakan informasi sifatnya reaktif proaktif sudah masuk kategori krisis komunikasi sih,1510,0.3009186108877647,1,2
mandiricare mandirifiesta hy bank mandiri menu others utk tukar poin koin mohon penjelasannya thx 47ckqwyzla,1616,0.2991107685367167,1,2
terimakasih responnya sudah dm ya min mohon dibantu makasi,888,0.2968673597790046,1,2
hai kak bunga modalku taralite bisa dicek simulasinya link yah shp ee bj68vnz bit ly 2x0sq2h bit ly 39ii8gs sa,813,0.29644430124829657,1,2
niat pelaku percobaan penipuan bikin akun spt sudah akun mencoba menjebak bisa dilanjutkan kepihak berwajib p b8bihwpguid igshid p74opse7vk62,931,0.2961878626585271,1,1
halo kasih dana investasi ayo gabung detail invite,1582,0.2926571344970007,1,2
min aplikasi webnya dibenerin dnk lemot bngt ya skrg loadingnya,1366,0.2922341958520229,1,1
mantaps eh dirumah mati gaya ya kak,637,0.2919047198185337,1,2
sdh dm legend dl mohon ya,1195,0.2918131286051945,1,2
sudah dm ya silakan dicek,21,0.2912812268923397,1,2
otp gak terkirim nih gak bisa login pindahin p2p reliabel terima kasih mrspbc90hm,1518,0.2911757134776585,1,1
halo min ga nemuin aplikasinya playstore ya ada ya min install ulang ja6aqexzx2,387,0.2910662076793316,1,1
isi formnya tp utk url bisnis toko online website gak dn blm pnya bgmn,417,0.2889810671204444,1,2
masya allah beneran langsung broswing amazed beneraaann aw aw mantul langsung berbinar mataku terharu adaaa ya hehe,1194,0.2889032017956193,1,2
min mandirifiesta tanggal oktober belom update nih aplikasinya voucher masuk aplikasi kau tukar poinku hemmmm sejam zt1wcs6cep,1693,0.2786914407262502,1,2
hallo admin akses aplikasi terbaru bisa buka browser arahin aplikasi selesai terima kasih,1506,0.2774036985494048,1,1
review sudah memasuki pendanaan ragu real bussiness kaleng kaleng mudah ya pendanaan dummy koin februari kemarin mendanai murni koin referal,228,0.2771549881753721,1,2
sudah difollow up call center dikirimkan e mail mohon diakselerasi ya tks,1253,0.275523086016948,1,1
trimkasih admin mohon lakukan report akun 6p2oild2vl,582,0.2726117820615831,1,2
sudah sy dm,1653,0.2718505890996371,1,2
to mohon sy dm,1204,0.27182541217295403,1,2
knp portfolio nol,1509,0.2690978401700155,1,1
kode refferal bibit kuybibitaja tamasia 1odju57 akseleran akslelsania283800 a34042 langsung klik link invite a34042 terima kasih sudah kode refferal,1566,0.268944209099224,1,2
ok terima kasih,668,0.2689237182854085,1,2
email support kaga dibales nihhh min bantulah,1319,0.2680197756596988,1,1
okay terima kasih min,1226,0.2665558504011488,1,2
kayaknya apply deh asetku milih applynya gampang bingung navigate ui uxnya info assets manage jatuh temponya pendanaan telat ngga ada suka error error,509,0.26502501732017564,1,2
to jokowi sbg rakyat mencoba utk mengembangkan assetnya kecil2an fintek2 sprti cashwogon sdh sah terdaftar ojkindonesia terkadang ragu jg jiwasraya asabri,968,0.2628368575938267,1,2
eh udah respon twit an kak andihiyat twitnya ttg bisa keuntungan bikin penasaran membuka dg mengumumkan pembaharuan aplikasi,1177,0.26274664536932946,1,2
halo kasih dana investasi ayo gabung detil invite a96793,1561,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a37845,1563,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite,1564,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a85972,1577,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a97740,1590,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a32934,1599,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a50998,1615,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a72985,1670,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a11336,1683,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a54088,1701,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a77511,1705,0.25994302598026786,1,2
halo kasih dana investasi ayo gabung detil invite a08151,1712,0.25994302598026786,1,2
portofolio bisa berkurang tiba2 kemarin sy buka normal tp koq berkurang duitnya hilang kemana,969,0.2589264033740628,1,1
dm sent tolong dibantu yah,1583,0.2563668465542359,1,2
sudah dm kemarin respon,1600,0.25503098366212923,1,1
min situs aplikasi tdk bisa diakses,1605,0.2523814271776253,1,2
informasi lengkap detail terkait bisa langsung baca website resminya,1116,0.2519069881069693,1,2
pengalaman pribadi sbg pendana dr ga pengen nerusin gegara ada case peminjam ngubah tenor ga ada notif ya udah ga ada opsi duit nyangkut smp 24bln dg resiko dr 3bln tiba2 brubah 24bln,9,0.8264396297370454,29,1
asetku mendanai 5jt 5jt ada bbrp orang minjem jd kebalik sistem nya dg si contohnya dr duit 5jt gue masukin ada bbrp orang minjem dr uang 5jt gue minjem nya 3jt gak dr gue bmk2poej77,169,0.8200150690788621,29,1
kalo pengalaman ga ada isinya gan halaman meminjam bidang usahanya loan statusnya disbursed mirip2 beli kucing dlm karung kalo bidang usaha peminjam high risk derita lu dah,382,0.7115135464869692,29,2
bertingkah sosmed min mending energi betulkan aplikasi sontoloyo fin apps sistem nya perbaiki kualitas cs nya balasan e mail kaya robot balas udah fyi orang ninggalin kw mending hijrah,794,0.6779403427406672,29,1
orang pastinya bisa investasi dg mudah total return deposito bank rate lps update,1082,0.6552850091529597,29,2
teh kalo ga salah mesti nunggu kekumpul yah si dana nya bisa diputerin,552,0.6302840821582604,29,2
fitur auto purchase android nya standby fitur tsb on biarpun hp nya mati fitur jalan,1361,0.627590290958681,29,2
bisa filter u exclude pinjman sd biayai tdk tampil marketplace apps gimana nya,932,0.6267597137441764,29,1
update versi terbaru skrng hilang factsheet nya informasi total bunga terimah,1534,0.6264190467417643,29,1
asetku kalo ga salah tkb nya ya bang kalo keknya ganyampe ya p2p ada galbay ga,585,0.6209889967844917,29,2
kemarin portofolionya ga update ya akses portofolio indikatornya muter2 ga bisa diliat dr web jg ya sbg pendana,1371,0.6202247297546133,29,1
portofolio gk kebaca yah versi hp web versi hp gk kebaca rincian pemberian pinjaman fitur laporan tahunan dihapus ya tolong ada big update pake server pengujian maksa live kayak gini,1498,0.6000458181774994,29,1
udah pake aplikasi versi terbaru disuruh update,1372,0.5957332334315719,29,2
aplikasi sempurna knp dilaunching gimana orang percaya simpan uang kalo,1504,0.5955201810370947,29,1
